commit_id,msg
7fa2a11de59747c611c9976633b53a59a2d2f488,"Removed the arrowhead code from the line and polygon Fig's since
there was a good deal of duplicate code as a result of abstracting
the computation for where each end of the arrowhead is to be
a point along the line as opposed to the old method based on
the type of object.
This code was moved to the FigEdge class, where it applies to
any figure that is used as an edge.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@16 a161b567-7d1e-0410-9ef9-912c70fedb3f"
5ecdc3efe0d8b1679d31bc311062cc7e4cf23be5,"updated makefile to reflect changed file names


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@17 a161b567-7d1e-0410-9ef9-912c70fedb3f"
bd6363128bf9e5b24b020e9bb1559db34d95f1c1,"updated to reflect changes in NetNode


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@18 a161b567-7d1e-0410-9ef9-912c70fedb3f"
36e8f2ba52468c8179ef48282ae3a3c5a2c5d0d4,"cahnged addPort to bindPort to make it more descriptive


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@19 a161b567-7d1e-0410-9ef9-912c70fedb3f"
0aeb68e279931a6311c17ba869722f7bbb1a36e5,"changed ports from an array to a vector
removed default makePresentation, leaving it as an abstract method,
whch makes the class abstract.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@20 a161b567-7d1e-0410-9ef9-912c70fedb3f"
31c70efae3db90e341931682f06495d091cf1c90,"removed reference to gen
For now I will try to avoid conditional compilation


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@21 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4ad781586b4538b3dc007a57b9098f73522ba9d9,"updated to reflect removed and renamed files


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@22 a161b567-7d1e-0410-9ef9-912c70fedb3f"
e3a6c52c38da17c00630dbea3fac649d34c2e18f,"updated COPYRIGHT to have commercial contact requirement


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@23 a161b567-7d1e-0410-9ef9-912c70fedb3f"
be0eb562e7230743815c7a7b144bd11ce509e4c6,"changed to use GraphModel instead of using NetList directly


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@24 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a092ad7e34fb1bca88dafeaf653318eebcf59a23,"revised a bunch of stuff


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@25 a161b567-7d1e-0410-9ef9-912c70fedb3f"
d3d3ecc5ee95e61924775aeefe2a4b4bbd17eab0,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@26 a161b567-7d1e-0410-9ef9-912c70fedb3f"
b9ae777feafe13885e1844aa2922d645d6ba0e31,"removed dependecny on SERIALIZABLE, that is no longer used


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@27 a161b567-7d1e-0410-9ef9-912c70fedb3f"
8863b95e09ecc19d78c5a8a441fa180049514d9a,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@28 a161b567-7d1e-0410-9ef9-912c70fedb3f"
c1b19d45f855268f97d55f93c0af8fe53b59c1e8,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@29 a161b567-7d1e-0410-9ef9-912c70fedb3f"
71d0cef9066f58d57238fdd3bfb9ffc32ccf574e,"Added some arrowhead code to the SampleEdge for more
interesting demo.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@30 a161b567-7d1e-0410-9ef9-912c70fedb3f"
898f091c95a507ea69bebc457539b6b395b1cb7e,"Brought the Arrowhead code up to date with regard to names and
such (OutlineColor -> LineColor)
Make the PathConv entities work better.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@31 a161b567-7d1e-0410-9ef9-912c70fedb3f"
11aa8e3296bac14c378c53477fe48ccc6f1221cf,"Intermediate state for FigClass visualization. Not
completely done yet.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@32 a161b567-7d1e-0410-9ef9-912c70fedb3f"
1b96f737f1a64b262ae28d3c19cbbec060ec6e8a,"Lots of half-functional demo files


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@33 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a2d0f83dd30bf61739b9cc6f7e00cb90354f992f,"Fix the ClassNode to work correctly with the demo.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@34 a161b567-7d1e-0410-9ef9-912c70fedb3f"
82854771d4cda1b4effdaa1bd1f653aed41e2e79,"Chnaged the FigClass to create correct looking class items.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@35 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4f017e71ce4be1723baeee2f82660b3853a31a0c,"Add the HTML files


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@36 a161b567-7d1e-0410-9ef9-912c70fedb3f"
64a6c2cd118da602156db8915a962e4c83d7fbc6,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@37 a161b567-7d1e-0410-9ef9-912c70fedb3f"
55ae425b0801f967e6cdcfed0e181bceb3675c2b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@38 a161b567-7d1e-0410-9ef9-912c70fedb3f"
3fcb84a01584f94960a219dbc64bfa39f99c3711,"Set ClassNode so it allows FigClass to resize on creation.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@39 a161b567-7d1e-0410-9ef9-912c70fedb3f"
6674491039759c131001a6bb7990e93670083781,"Added functionality that allows FigClass to resize correctly from
user input.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@40 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4e70c259bc7fcc43017a7b7bbd04bdee61e3229b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@41 a161b567-7d1e-0410-9ef9-912c70fedb3f"
dfa0c2afe6166cc07df1c3202a745af2d1c871d2,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@42 a161b567-7d1e-0410-9ef9-912c70fedb3f"
d39302dfde457e4ccca2def0c0d0b120d4dd41f9,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@43 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4ee3c962fbf9cd1e4d1ecde22bb9f49a8f224558,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@44 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a2dc2d28e225beb4fd6e480dbdb3aff2830834c7,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@45 a161b567-7d1e-0410-9ef9-912c70fedb3f"
75ddd6a952b774a590a10ce3a0d13ce286a0a216,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@46 a161b567-7d1e-0410-9ef9-912c70fedb3f"
43f05e7efc93e444680fcf873dcc26397f3cd9be,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@47 a161b567-7d1e-0410-9ef9-912c70fedb3f"
7695edeff13bdcd55a47214f1f338a568833d9ce,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@48 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fb485741de6b2e37f085b566401815f53ba9e5e6,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@49 a161b567-7d1e-0410-9ef9-912c70fedb3f"
04b44f13688b22359d89257e08a3b31a902005f4,"Made them fill white, and corrected the shapes to be the right kind.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@50 a161b567-7d1e-0410-9ef9-912c70fedb3f"
1244772c55736271e84d6d0a884c3146aab6213f,"Added in public modifiers to the functions in Arrowhead,
and created the Diamond Arrowhead.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@51 a161b567-7d1e-0410-9ef9-912c70fedb3f"
7242448edb068533d3eb86dc2dc933cc5e65c945,"Added so the resizing for FigClasses works, and FigAssoc
has some text.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@52 a161b567-7d1e-0410-9ef9-912c70fedb3f"
9123a78df219abfe6a146119e67e869bec7a4fe0,"Fixed


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@53 a161b567-7d1e-0410-9ef9-912c70fedb3f"
bcb0ca0701b28df47fd9ba6ed9088e1aaad3f1e4,"made puyblic


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@54 a161b567-7d1e-0410-9ef9-912c70fedb3f"
278093ab6d5526e78d5b28a2dadb142f0a2fc239,"More display fixes


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@55 a161b567-7d1e-0410-9ef9-912c70fedb3f"
0807679022ed90204d1437845bdc5b9f1872695f,"Commented out printlns


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@56 a161b567-7d1e-0410-9ef9-912c70fedb3f"
cd2617a79e66327015fb1d2ab8c84375c7a4e337,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@57 a161b567-7d1e-0410-9ef9-912c70fedb3f"
c764886e1a917297efa964c9670bed8a5c24fc9e,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@58 a161b567-7d1e-0410-9ef9-912c70fedb3f"
71d2cabaf9871ce706d0c489d5ab211fe05f8efe,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@59 a161b567-7d1e-0410-9ef9-912c70fedb3f"
f234fa9db6372b1d021c69f24988e460792270f5,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@60 a161b567-7d1e-0410-9ef9-912c70fedb3f"
46b9f5e0b91b795bd06ace02f59314c424c41e31,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@61 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a3eb7368cc3a8c7d8738de7d44ea4453d9266143,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@62 a161b567-7d1e-0410-9ef9-912c70fedb3f"
9d0932daff3d61b8cbd6376b33e2065e15438e5e,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@63 a161b567-7d1e-0410-9ef9-912c70fedb3f"
343c809bc2aa8a49384df3e39763724ba3401ef4,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@64 a161b567-7d1e-0410-9ef9-912c70fedb3f"
14e1adccd1bfde27c0a9d99df3b2be8d92b6848a,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@65 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fabb54fa75f6b2fbefe1e1a0540d5df1baddaa43,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@66 a161b567-7d1e-0410-9ef9-912c70fedb3f"
d2d52e8decf00a2403ce8da7e5a99627fa637617,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@67 a161b567-7d1e-0410-9ef9-912c70fedb3f"
05267d43157e86db12c2e47fb31159d0d5024d18,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@68 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fb6be2c7c8acde150d92eeaf44be0335ea258828,"Fixed equals operation


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@69 a161b567-7d1e-0410-9ef9-912c70fedb3f"
24961fa240a8a55f819e5aa92429d8e77d216710,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@70 a161b567-7d1e-0410-9ef9-912c70fedb3f"
584db2cfd0c17c330ce42558e14aee11517b562b,"Better, faster, longer!


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@71 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4b7a8588aef93ab2eac2be282ad02e42184c91cd,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@72 a161b567-7d1e-0410-9ef9-912c70fedb3f"
34a146aac3e8a3ab88ed3b737e5b754a2676144b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@73 a161b567-7d1e-0410-9ef9-912c70fedb3f"
dd5447546494ed665f62a3cc7d3bd6fe0d733306,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@74 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fa09660d17485bfc2703e688b4335545a64234fc,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@75 a161b567-7d1e-0410-9ef9-912c70fedb3f"
112427cfe4def8a82b3ea63cbbd47d625bb0ef3c,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@76 a161b567-7d1e-0410-9ef9-912c70fedb3f"
6a5e44d2938c306d658d31b65f854edeaef9ec73,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@77 a161b567-7d1e-0410-9ef9-912c70fedb3f"
27244bc18107d376f778a572a09e22fd1117686c,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@78 a161b567-7d1e-0410-9ef9-912c70fedb3f"
b89c018c2faa6bfd94e92072b357463e9aecf046,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@79 a161b567-7d1e-0410-9ef9-912c70fedb3f"
5d80f9c028355ca3276eb90ed852e68b16692a90,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@80 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fa49bf5a67596d9dc76d136f5e0abd298b745a86,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@81 a161b567-7d1e-0410-9ef9-912c70fedb3f"
cf48f8cecd8ec28d6574ab9b444173d850af9d02,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@82 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a8380669ef840a02676b9d3df75f82e892b02591,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@83 a161b567-7d1e-0410-9ef9-912c70fedb3f"
bb59f44864e1353caf79990fb3ba18b89696ec45,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@84 a161b567-7d1e-0410-9ef9-912c70fedb3f"
5376efdbc8cf2ee941a8bfd8b7e2bfdf41d12339,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@85 a161b567-7d1e-0410-9ef9-912c70fedb3f"
74393a43072174d503de85a71db519a921785dae,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@86 a161b567-7d1e-0410-9ef9-912c70fedb3f"
734d50f5f4e63b61353208dbbaa1367542824b65,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@87 a161b567-7d1e-0410-9ef9-912c70fedb3f"
eeb9f2f3cac217008affb17ae4866e67045e082d,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@88 a161b567-7d1e-0410-9ef9-912c70fedb3f"
ddc777a5eeaab291a73e1dc797a3f7e3499fd82f,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@89 a161b567-7d1e-0410-9ef9-912c70fedb3f"
7feb18fb9ebffb14cd76826c7c2c037b354d59ae,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@90 a161b567-7d1e-0410-9ef9-912c70fedb3f"
58a3815c60492f4c81b2d92848d9800e1dff66f0,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@91 a161b567-7d1e-0410-9ef9-912c70fedb3f"
6ac2580f8794050914b4fe61203d66d3eca2820e,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@92 a161b567-7d1e-0410-9ef9-912c70fedb3f"
e355c1d53df693f30bd404123c1798eb2ce651a1,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@93 a161b567-7d1e-0410-9ef9-912c70fedb3f"
fb939f1f51d885f9d2e31936e376000e7f81599c,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@94 a161b567-7d1e-0410-9ef9-912c70fedb3f"
8db4518b40e94fee78fc4918d1383fcce68c3f4b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@95 a161b567-7d1e-0410-9ef9-912c70fedb3f"
3db10a61886a2bf1e9e325e4e4544d35dcb46e35,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@96 a161b567-7d1e-0410-9ef9-912c70fedb3f"
b58a83d260813b5c8e633f64152ff0f52861d2a3,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@97 a161b567-7d1e-0410-9ef9-912c70fedb3f"
44842ae67d654b759d08b6f872a942be9af74f49,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@98 a161b567-7d1e-0410-9ef9-912c70fedb3f"
c0c1af93eaed3f59f93b000a87e165bbf70593ca,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@99 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a72a9ce1cd047355fa822d5c1cce0066e911e240,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@100 a161b567-7d1e-0410-9ef9-912c70fedb3f"
cce983b6036b7ea92f76943f671ec7fce54260c0,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@101 a161b567-7d1e-0410-9ef9-912c70fedb3f"
ec8aa2a7755864b264f306a4c2344498d5f2b245,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@102 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4461d0e9709c93d79d91da4e9b45d7468693eec6,"Added in new figures to deal with Dependencies and
some other code from the 125 teams.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@103 a161b567-7d1e-0410-9ef9-912c70fedb3f"
e9314c0580cf0cd7181d7df8ae73ddb433f3d058,"Added stuff for the USeCase diagram, and also cleaned up
some stuff in the Class diagram I ran across.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@104 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4958dd3621287fdc31385d2742d2a91bffb33e45,"Some more comments and stuff for these files.


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@105 a161b567-7d1e-0410-9ef9-912c70fedb3f"
52bf5b31177e442eea37830af90f10fd6a593bf1,"State Diagram stuff


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@106 a161b567-7d1e-0410-9ef9-912c70fedb3f"
ed95f09b2d85b081567083e3837c2eb7ba62d1df,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@107 a161b567-7d1e-0410-9ef9-912c70fedb3f"
183b40738e9d0c732aefe1ceeb09b8e8f3a62416,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@108 a161b567-7d1e-0410-9ef9-912c70fedb3f"
37ae38cf96023229e348a7b744ee7a94b331f571,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@109 a161b567-7d1e-0410-9ef9-912c70fedb3f"
3ed57ee4c713c00a3f9bd6cc1ad49fe903660eef,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@110 a161b567-7d1e-0410-9ef9-912c70fedb3f"
9b9dfe179c05d292f126f379e6480bceb733aed5,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@111 a161b567-7d1e-0410-9ef9-912c70fedb3f"
6009581406780260b50dc1c76da32276ed18d979,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@112 a161b567-7d1e-0410-9ef9-912c70fedb3f"
e6ed916123fc52dc04f451de589ce0476543da41,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@113 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a3bdaf66d62d163f7b13ba0e6a16c1e62ea66507,"New makefile


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@114 a161b567-7d1e-0410-9ef9-912c70fedb3f"
4719ade6ba3d2a43cc8d022828fe57864d0cfbe3,"Added XMi stuff


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@115 a161b567-7d1e-0410-9ef9-912c70fedb3f"
efd0a2480072e4c77fdc555ca3a0f7914d4b6423,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@116 a161b567-7d1e-0410-9ef9-912c70fedb3f"
3a89da0fec36336116decff9a81fc66551c1ef4d,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@117 a161b567-7d1e-0410-9ef9-912c70fedb3f"
0ba577f305db5b6d85f546bdbae04a0870eaa8e4,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@118 a161b567-7d1e-0410-9ef9-912c70fedb3f"
3a9364618fe733f663e44465107571fd43043599,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@119 a161b567-7d1e-0410-9ef9-912c70fedb3f"
c50007b4d752f203e67bb8c5cc588964aec9adc6,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@120 a161b567-7d1e-0410-9ef9-912c70fedb3f"
a5a4d9454935e85103aa55332a7024996cfa2015,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@121 a161b567-7d1e-0410-9ef9-912c70fedb3f"
ee9726c7be0c50d7b80aa52a24f61c93f61b1a7b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@122 a161b567-7d1e-0410-9ef9-912c70fedb3f"
762d5ad5f6b8fec622535ac063ab8e95bf908b11,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@123 a161b567-7d1e-0410-9ef9-912c70fedb3f"
d513d3a0f9a457626e26912276f43c622be25c7e,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@124 a161b567-7d1e-0410-9ef9-912c70fedb3f"
e1e9b9eef1a0e2964ff6e0b5dc8d793f358639d4,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@125 a161b567-7d1e-0410-9ef9-912c70fedb3f"
78afe2361f78dbab56f8719088541917fd12fe05,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@126 a161b567-7d1e-0410-9ef9-912c70fedb3f"
1d2dce90d11d554a33beeacd68ea52baec77fa54,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@127 a161b567-7d1e-0410-9ef9-912c70fedb3f"
82324e8eec5e52b1cd3727bb94d0f434fbe4b79b,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@128 a161b567-7d1e-0410-9ef9-912c70fedb3f"
62f7cf454ca61755d9c55b0926918c9784a59fe9,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@129 a161b567-7d1e-0410-9ef9-912c70fedb3f"
0a48599b2243f2ad418be227bdcb688888fb58de,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@130 a161b567-7d1e-0410-9ef9-912c70fedb3f"
419cb761fc4ae5ce022b6122ed20acb2a370e491,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@131 a161b567-7d1e-0410-9ef9-912c70fedb3f"
956c16de8e38b8090012db4c4c2b90a9b6a7e3db,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@132 a161b567-7d1e-0410-9ef9-912c70fedb3f"
b6bb1d9104533935059c6d4cbc1cd7db6cac023f,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@133 a161b567-7d1e-0410-9ef9-912c70fedb3f"
7b0121e7463f9698d3a25db1d8ada79b504988b3,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@134 a161b567-7d1e-0410-9ef9-912c70fedb3f"
ceeb3104500badd21ef8e11b31df6baad52e5921,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@135 a161b567-7d1e-0410-9ef9-912c70fedb3f"
b0fee06acdff1d8cebef420765e898a18f081a6d,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@136 a161b567-7d1e-0410-9ef9-912c70fedb3f"
7a12262658bcb69e1ad70a82de88d587efbafe65,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@137 a161b567-7d1e-0410-9ef9-912c70fedb3f"
896570565f79947e149a387174ee3393b95b6bcb,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@138 a161b567-7d1e-0410-9ef9-912c70fedb3f"
804aaf9d327fa004acd673467bc2e72256dc8f26,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@139 a161b567-7d1e-0410-9ef9-912c70fedb3f"
502ba6f3b97d25ef1c51cc22a58a756119dc6e60,"*** empty log message ***


git-svn-id: http://argouml.tigris.org/svn/argouml/trunk@140 a161b567-7d1e-0410-9ef9-912c70fedb3f"
